未来喫茶 — イベラン診断用ボーダーデータ（イベント名 × ボーダー）
========================================================================
出典: 参考データ/【完全版】プロセカボーダーランキング のコピー
生成元: js/border-rankings-data.js


========================================================================
■ TOP10（188件）
========================================================================

 No.  イベント名                                               ボーダーPt  表示              バナー     ユニット      種別      
 102  Grow glorious glow                              81,127,615  約8112万P         雫       モモジャン     マラソン    
 103  Parallel Harmonious                             80,027,332  約8002万P         咲希      レオニ       マラソン    
 104  導く勇気、優しさを胸に                                     79,945,764  約7994万P         穂波      レオニ       マラソン    
 105  Take the Best Shot!                             79,700,043  約7970万P         こはね     混合        チアフル    
 106  Competitive fire！                               78,831,702  約7883万P         杏       ビビバス      マラソン    
 107  あたたかな思い出を辿って                                    78,733,050  約7873万P         穂波      レオニ       マラソン    
 108  祈りの先 願う明日は                                      77,453,813  約7745万P         遥       混合        チアフル    
 109  Show your shine                                 76,999,237  約7699万P         奏       混合        マラソン    
 110  その手導くぬくもりは                                      76,403,640  約7640万P         雫       モモジャン     チアフル    
 111  ドタバタ cafe●REC!!                                 76,324,353  約7632万P         愛莉      混合        チアフル    
 112  Bout for Beside You                             75,444,437  約7544万P         杏       ビビバス      マラソン    
 113  リラックスティータイム                                     74,377,828  約7437万P         奏       混合        チアフル    
 114  Don't lose faith!                               74,100,811  約7410万P         志歩      レオニ       チアフル    
 115  Chase my IDEAL IDOL！                            74,039,319  約7403万P         愛莉      モモジャン     マラソン    
 116  Let's study hard!                               73,382,726  約7338万P         杏       混合        マラソン    
 117  Show 'em what's up！                             72,600,130  約7260万P         杏       ビビバス      マラソン    
 118  秘密のバレンタイン大作戦!                                   71,881,848  約7188万P         愛莉      混合        チアフル    
 119  君と繋ぐHeart Beat                                  71,801,017  約7180万P         一歌      レオニ       マラソン    
 120  スクランブル・ファンフェスタ!                                 71,715,463  約7171万P         みのり     混合        チアフル    
 121  ワンダーマジカルショウタイム!                                 71,701,817  約7170万P         司       ワンダショ     マラソン    
 122  ともに、トゥルールートを目指して                                70,570,227  約7057万P         まふゆ     混合        マラソン    
 123  Choices for the future                          70,001,909  約7000万P         えむ      ワンダショ     マラソン    
 124  Unsteady,still steady step                      68,986,678  約6898万P         穂波      レオニ       マラソン    
 125  Legend still vivid                              68,378,685  約6837万P         こはね     ビビバス      マラソン    
 126  あの日、空は遠かった                                      68,000,108  約6800万P         志歩      レオニ       マラソン    
 127  最高のクランクアップ！                                     67,582,364  約6758万P         寧々      混合        チアフル    
 128  Live with memories                              67,500,870  約6750万P         一歌      レオニ       マラソン    
 129  カーネーション・リコレクション                                 67,362,210  約6736万P         奏       ニーゴ       マラソン    
 130  Lead to shine more                              67,357,616  約6735万P         遥       モモジャン     マラソン    
 131  夏祭り、鳴り響く音は                                      67,250,114  約6725万P         彰人      混合        マラソン    
 132  交わる色はあの日のままに                                    67,126,414  約6712万P         雫       モモジャン     マラソン    
 133  このひと針に想いを込めて                                    67,001,207  約6700万P         雫       混合        マラソン    
 134  Aweakening Beat                                 66,667,356  約6666万P         こはね     ビビバス      マラソン    
 135  好きを描いて♪レインボーキャンバス                               66,430,827  約6643万P         絵名      混合        マラソン    
 136  みんなで配信♡WEDDING LIVE！                            66,226,324  約6622万P         みのり     混合        チアフル    
 137  刻まれた傷は、やがて                                      65,319,385  約6531万P         みのり     モモジャン     マラソン    
 138  あっちこっち飼育員体験！                                    65,077,504  約6507万P         みのり     混合        マラソン    
 139  灯のミラージュ                                         65,000,000  約6500万P         まふゆ     ニーゴ       マラソン    
 140  POP IN MY HEART!!                               65,000,000  約6500万P         えむ      ワンダショ     マラソン    
 141  MORE MORE Making Xmas                           64,141,005  約6414万P         みのり     モモジャン     マラソン    
 142  わんだほら〜!?な肝だめし!                                  64,127,909  約6412万P         えむ      混合        マラソン    
 143  ほどかれた糸のその先に                                     63,258,323  約6325万P         雫       モモジャン     マラソン    
 144  The Vivid Old Tale                              63,001,227  約6300万P         杏       ビビバス      マラソン    
 145  船出の前のワンデイトリップ                                   61,611,005  約6161万P         遥       混合        マラソン    
 146  また、木の葉の色づく頃に                                    61,081,206  約6108万P         志歩      混合        マラソン    
 147  perspective for smile                           60,309,174  約6030万P         えむ      ワンダショ     マラソン    
 148  STRAY BAD DOG                                   59,690,092  約5969万P         彰人      ビビバス      チアフル    
 149  マーメイドにあこがれて                                     59,000,720  約5900万P         寧々      ワンダショ     マラソン    
 150  Knock the Future!                               58,820,811  約5882万P         一歌      レオニ       マラソン    
 151  This moment with you！                           58,797,079  約5879万P         一歌      レオニ       マラソン    
 152  弓引け、白の世界で                                       58,648,763  約5864万P         雫       混合        マラソン    
 153  満たされないペイルカラー                                    58,366,950  約5836万P         絵名      ニーゴ       マラソン    
 154  Connect hearts message                          58,002,175  約5800万P         咲希      混合        マラソン    
 155  Stick to your faith                             58,000,000  約5800万P         志歩      レオニ       マラソン    
 156  君と紡ぐPrecious memories                           57,806,418  約5780万P         咲希      混合        マラソン    
 157  Cast Spell on You                               57,201,206  約5720万P         雫       モモジャン     マラソン    
 158  交わる旋律 灯るぬくもり                                    57,004,990  約5700万P         まふゆ     混合        チアフル    
 159  昔日のRead-aloud                                   56,401,027  約5640万P         穂波      混合        マラソン    
 160  純白の貴方へ、誓いの歌を!                                   55,119,350  約5511万P         冬弥      混合        チアフル    
 161  きっと最高のsummer!                                   52,649,684  約5264万P         穂波      混合        チアフル    
 162  シークレット・ディスタンス                                   52,135,690  約5213万P         瑞希      ニーゴ       マラソン    
 163  Unnamed Harmony                                 50,900,509  約5090万P         咲希      レオニ       チアフル    
 164  Period of NOCTURNE                              50,546,903  約5054万P         冬弥      ビビバス      マラソン    
 165  バディ・ファニー・スペンドタイム!                               50,414,901  約5041万P         こはね     混合        マラソン    
 166  鍛えてFLY！Muscle Training！                         50,260,005  約5026万P         遥       混合        マラソン    
 167  ハッピー・ラブリー・エブリデイ!                                50,005,257  約5000万P         愛莉      モモジャン     マラソン    
 168  スマイルオブドリーマー                                     50,002,737  約5000万P         えむ      ワンダショ     マラソン    
 169  揺るがぬ想い、今言葉にして                                   48,111,027  約4811万P         穂波      レオニ       マラソン    
 170  いつか、背中合わせのリリックを                                 44,302,222  約4430万P         杏       ビビバス      マラソン    
 171  ふたり、月うさぎ                                        42,512,980  約4251万P         雫       混合        チアフル    
 172  お悩み聞かせて!わくわくピクニック!                              41,144,041  約4114万P         絵名      混合        マラソン    
 173  聖なる夜に、この歌声を                                     40,000,697  約4000万P         寧々      ワンダショ     マラソン    
 174  天馬さんちのひな祭り                                      39,393,939  約3939万P         咲希      混合        マラソン    
 175  KAMIKOU FESTIVAL!                               38,875,393  約3887万P         瑞希      混合        マラソン    
 176  セカイのハッピーニューイヤー!                                 37,494,476  約3749万P         ビビミク    混合        マラソン    
 177  頑張るあなたにBreak Time!                              36,238,955  約3623万P         遥       モモジャン     マラソン    
 178  揺れるまま、でも君は前へ                                    35,197,469  約3519万P         穂波      レオニ       マラソン    
 179  雨上がりの一番星                                        34,353,365  約3435万P         咲希      レオニ       マラソン    
 180  君と歌う、桜舞う世界で                                     33,672,193  約3367万P         一歌      混合        チアフル    
 181  Resonate with you                               31,969,833  約3196万P         志歩      レオニ       マラソン    
 182  届け!HOPEFUL STAGE♪                               31,000,000  約3100万P         みのり     モモジャン     マラソン    
 183  Color of Myself!                                29,517,981  約2951万P         雫       モモジャン     マラソン    
 184  囚われのマリオネット                                      29,477,521  約2947万P         まふゆ     ニーゴ       マラソン    
 185  ここからRE:START!                                   28,966,772  約2896万P         愛莉      モモジャン     マラソン    
 186  響くトワイライトパレード                                    27,097,012  約2709万P         志歩      混合        マラソン    
 187  全力!ワンダーハロウィン!                                   24,051,926  約2405万P         類       ワンダショ     マラソン    
 188  走れ!体育祭!～実行委員は大忙し～                               22,485,979  約2248万P         えむ      混合        マラソン    

========================================================================
■ TOP100（188件）
========================================================================

 No.  イベント名                                               ボーダーPt  表示              バナー     ユニット      種別      
--------------------------------------------------------------------------------------------------------------
   1  傷だらけの手で、私達は                                    151,318,400  約1億5131万P       絵名      ニーゴ       マラソン    
   2  荊棘の道は何処へ                                       146,761,298  約1億4676万P       瑞希      ニーゴ       マラソン    
   3  ボク達の生存逃走                                       145,958,646  約1億4595万P       瑞希      ニーゴ       チアフル    
   4  天の果てのフェニックスへ                                   139,457,663  約1億3945万P       司       ワンダショ     マラソン    
   5  Colors of Pure Sense                           138,846,486  約1億3884万P       絵名      ニーゴ       マラソン    
   6  粉砕せよ！アンヴァレンタインの復讐                              132,733,995  約1億3273万P       司       混合        マラソン    
   7  Deeper and deeper                              119,822,562  約1億1982万P       類       ワンダショ     マラソン    
   8  カーテンコールに惜別を                                    115,409,098  約1億1540万P       類       ワンダショ     マラソン    
   9  Rekindle the flame                             105,978,364  約1億597万P        彰人      ビビバス      マラソン    
  10  Unreliable Notes                               104,599,910  約1億459万P        奏       ニーゴ       マラソン    
  11  Overcome one's limits                          103,047,065  約1億304万P        彰人      ビビバス      マラソン    
  12  夢の途中、輝く星たちへ                                    102,421,404  約1億242万P        えむ      ワンダショ     マラソン    
  13  イミシブル・ディスコード                                   101,150,210  約1億115万P        奏       ニーゴ       マラソン    
  14  BURN MY SOUL                                   101,112,525  約1億111万P        彰人      ビビバス      マラソン    
  15  まばゆい光のステージで                                    100,169,362  約1億16万P         司       ワンダショ     マラソン    
  16  残照のInside Direction                            100,000,000  約1億P            類       ワンダショ     マラソン    
  17  Find A Way Out                                  98,759,374  約9875万P         彰人      ビビバス      マラソン    
  18  想いをのせて！Dream Stage                              97,411,017  約9741万P         寧々      混合        マラソン    
  19  そしていま、リボンを結んで                                   96,402,811  約9640万P         瑞希      ニーゴ       マラソン    
  20  Never Give Up Cooking!                          96,014,104  約9601万P         冬弥      混合        チアフル    
  21  Special present for YOU！                        95,909,302  約9590万P         類       混合        マラソン    
  22  一期一会な百鬼夜行!?                                     92,600,624  約9260万P         類       混合        チアフル    
  23  GO ALL OUT                                      91,705,250  約9170万P         冬弥      ビビバス      マラソン    
  24  仮面の私にさよならを                                      89,739,038  約8973万P         まふゆ     ニーゴ       マラソン    
  25  つなぐ、星の歌                                         88,888,811  約8888万P         一歌      レオニ       マラソン    
  26  THE POWER OF UNITY                              88,000,992  約8800万P         彰人      ビビバス      マラソン    
  27  CHANGE！えむは王女さま！？                                86,055,909  約8605万P         えむ      ワンダショ     マラソン    
  28  Deep Dark For Light                             85,944,554  約8594万P         司       ワンダショ     マラソン    
  29  怪盗紳士のハラハラ!?ホワイトデー                               85,202,487  約8520万P         司       混合        チアフル    
  30  新春!獅子舞ロボのお正月ショー!                                83,504,640  約8350万P         司       混合        チアフル    
  31  ボクのあしあと キミのゆくさき                                 81,781,261  約8178万P         瑞希      ニーゴ       チアフル    
  32  カナリアは窮境に歌う                                      80,719,968  約8071万P         寧々      ワンダショ     マラソン    
  33  OVER RAD SQUAD!!                                80,707,302  約8070万P         こはね     ビビバス      マラソン    
  34  この祭に 夕闇色も                                       80,562,302  約8056万P         まふゆ     混合        チアフル    
  35  交響する街の片隅で                                       80,500,108  約8050万P         志歩      混合        チアフル    
  36  Knowing the Unseen                              80,010,430  約8001万P         絵名      ニーゴ       マラソン    
  37  Find the dream view                             80,000,000  約8000万P         志歩      レオニ       マラソン    
  38  The first concerto                              79,938,973  約7993万P         冬弥      ビビバス      マラソン    
  39  空白のキャンバスに描く私は                                   79,830,142  約7983万P         絵名      ニーゴ       マラソン    
  40  セカイに響け!Your Song                                79,571,566  約7957万P         ダショミク   混合        チアフル    
  41  絶叫!?オオカミの森へようこそ!                                78,736,919  約7873万P         こはね     混合        チアフル    
  42  超克のプロタゴニスタ                                      78,369,721  約7836万P         寧々      ワンダショ     マラソン    
  43  つなぐPainful Hope                                 78,041,941  約7804万P         遥       モモジャン     チアフル    
  44  この物語は希望をのせて                                     78,001,227  約7800万P         遥       モモジャン     マラソン    
  45  Rise as ONE！                                    77,777,777  約7777万P         彰人      混合        チアフル    
  46  あたしたちのハッピーエンド                                   77,624,909  約7762万P         えむ      ワンダショ     マラソン    
  47  セカイの桜、つながる想い                                    77,086,202  約7708万P         ニーゴミク   混合        チアフル    
  48  君が主役の物語を                                        76,323,905  約7632万P         司       ワンダショ     マラソン    
  49  No seek No find                                 75,593,599  約7559万P         咲希      レオニ       マラソン    
  50  覚めない幻想をノックして                                    75,000,025  約7500万P         奏       ニーゴ       マラソン    
  51  Walk on and on                                  74,654,107  約7465万P         冬弥      ビビバス      マラソン    
  52  STEP by STEP!                                   74,442,299  約7444万P         みのり     モモジャン     マラソン    
  53  みんなでエンジョイ!スポジョイパーク                              74,314,444  約7431万P         奏       混合        チアフル    
  54  Our Golden Days                                 74,000,726  約7400万P         杏       混合        マラソン    
  55  ハロー･グッド･デイ！                                     72,997,610  約7299万P         一歌      混合        チアフル    
  56  隣に立つ、優しいあなたへ                                    72,690,350  約7269万P         穂波      混合        チアフル    
  57  絶体絶命!?アイランドパニック!                                72,200,720  約7220万P         寧々      ワンダショ     マラソン    
  58  Unfading wishing                                71,003,564  約7100万P         彰人      混合        マラソン    
  59  Time to take off！                               70,770,962  約7077万P         冬弥      ビビバス      マラソン    
  60  You are my HERO!!                               70,000,517  約7000万P         司       混合        マラソン    
  61  Kick it up a notch                              69,977,621  約6997万P         こはね     ビビバス      マラソン    
  62  close game/OFFLINE                              69,903,448  約6990万P         寧々      混合        チアフル    
  63  Path made by faith                              69,418,060  約6941万P         志歩      レオニ       マラソン    
  64  拝啓、あの頃のわたしへ                                     68,667,972  約6866万P         みのり     モモジャン     マラソン    
  65  The Power Of Regret                             68,514,942  約6851万P         寧々      ワンダショ     マラソン    
  66  あの日、奏でた音色を                                      68,093,687  約6809万P         奏       ニーゴ       マラソン    
  67  キャンドルの香りは思い出と共に                                 67,717,319  約6771万P         一歌      混合        チアフル    
  68  Whip the wimp girl!!                            67,417,477  約6741万P         杏       ビビバス      マラソン    
  69  Amid the Wavering Light                         67,254,033  約6725万P         瑞希      ニーゴ       マラソン    
  70  Get over it.                                    66,468,825  約6646万P         咲希      レオニ       マラソン    
  71  青空の先、輝きを追いかけて                                   66,348,969  約6634万P         愛莉      モモジャン     マラソン    
  72  逆光のレンズフレア                                       66,240,000  約6624万P         類       ワンダショ     マラソン    
  73  あの日の夢の、彼方向こうへ                                   66,000,006  約6600万P         遥       モモジャン     チアフル    
  74  Revival my dream                                65,993,708  約6599万P         類       ワンダショ     マラソン    
  75  ほどけぬ明日に手を伸ばして                                   65,403,041  約6540万P         瑞希      ニーゴ       マラソン    
  76  灯を手繰りよせて                                        65,401,671  約6540万P         まふゆ     ニーゴ       マラソン    
  77  悪夢の庭を歌い明かして                                     65,339,665  約6533万P         絵名      混合        マラソン    
  78  いつか、絶望の底から                                      65,127,210  約6512万P         奏       ニーゴ       マラソン    
  79  願いは、いつか朝をこえて                                    64,967,045  約6496万P         絵名      ニーゴ       マラソン    
  80  青空に願うユア・ハピネス!                                   64,891,143  約6489万P         杏       混合        チアフル    
  81  迷い子の手を引く、そのさきは                                  64,487,718  約6448万P         まふゆ     ニーゴ       マラソン    
  82  Same Dreams,Same Colors                         64,051,660  約6405万P         冬弥      ビビバス      マラソン    
  83  Rise and Strive                                 63,610,414  約6361万P         遥       モモジャン     マラソン    
  84  白熱!神高応援団!                                       63,379,926  約6337万P         類       混合        マラソン    
  85  Show 'em what's up！                             63,072,600  約6307万P         杏       ビビバス      マラソン    
  86  そして、針は動き出す                                      63,032,680  約6303万P         まふゆ     ニーゴ       マラソン    
  87  Happy Enjoy Music！                              62,999,509  約6299万P         咲希      レオニ       マラソン    
  88  その手導くぬくもりは                                      62,660,889  約6266万P         雫       モモジャン     チアフル    
  89  Re-tie Friendship                               62,620,509  約6262万P         愛莉      モモジャン     マラソン    
  90  Take the Best Shot!                             62,525,302  約6252万P         こはね     混合        チアフル    
  91  start rolling! stars' crossing                  62,509,450  約6250万P         みのり     モモジャン     マラソン    
  92  仰ぐ夜空に、星は紛れて                                     61,000,518  約6100万P         咲希      レオニ       マラソン    
  93  Light Up the Fire                               60,016,780  約6001万P         杏       ビビバス      マラソン    
  94  祈りの先 願う明日は                                      58,483,828  約5848万P         遥       混合        チアフル    
  95  Echo my melody                                  57,838,116  約5783万P         一歌      レオニ       マラソン    
  96  鳴らせビューティフルサウンド！                                 57,704,525  約5770万P         冬弥      混合        マラソン    
  97  お縄を頂戴!?天馬捕物帳                                    56,937,500  約5693万P         司       ワンダショ     マラソン    
  98  ワンダーマジカルショウタイム!                                 56,452,605  約5645万P         司       ワンダショ     マラソン    
  99  Bout for Beside You                             56,140,392  約5614万P         杏       ビビバス      マラソン    
 100  Cheer with my Heart！                            56,107,906  約5610万P         愛莉      モモジャン     マラソン    
 101  Chase my IDEAL IDOL！                            55,826,739  約5582万P         愛莉      モモジャン     マラソン    
 102  最高のクランクアップ！                                     55,720,525  約5572万P         寧々      混合        チアフル    
 103  Aim higher and higher！                          55,555,525  約5555万P         こはね     ビビバス      マラソン    
 104  Stay solid,No fold                              55,355,172  約5535万P         こはね     ビビバス      マラソン    
 105  Competitive fire！                               55,144,785  約5514万P         杏       ビビバス      マラソン    
 106  変わらぬあたたかさの隣で                                    55,011,928  約5501万P         瑞希      混合        チアフル    
 107  Little Bravers!                                 54,961,218  約5496万P         穂波      レオニ       マラソン    
 108  Open up new horizons！                           54,901,294  約5490万P         愛莉      モモジャン     マラソン    
 109  好きを描いて♪レインボーキャンバス                               54,900,624  約5490万P         絵名      混合        マラソン    
 110  On Your Feet                                    54,730,219  約5473万P         こはね     ビビバス      マラソン    
 111  スクランブル・ファンフェスタ!                                 53,999,835  約5399万P         みのり     混合        チアフル    
 112  Don't lose faith!                               53,922,228  約5392万P         志歩      レオニ       チアフル    
 113  秘密のバレンタイン大作戦!                                   53,838,757  約5383万P         愛莉      混合        チアフル    
 114  あたたかな思い出を辿って                                    53,542,141  約5354万P         穂波      レオニ       マラソン    
 115  POP IN MY HEART!!                               53,071,619  約5307万P         えむ      ワンダショ     マラソン    
 116  Parallel Harmonious                             52,783,336  約5278万P         咲希      レオニ       マラソン    
 117  あの日、空は遠かった                                      52,700,108  約5270万P         志歩      レオニ       マラソン    
 118  船出の前のワンデイトリップ                                   52,004,493  約5200万P         遥       混合        マラソン    
 119  Choices for the future                          51,988,548  約5198万P         えむ      ワンダショ     マラソン    
 120  新年言祝ぐ、祈りの舞                                      51,430,480  約5143万P         みのり     混合        マラソン    
 121  Aweakening Beat                                 51,408,620  約5140万P         こはね     ビビバス      マラソン    
 122  君と繋ぐHeart Beat                                  51,391,865  約5139万P         一歌      レオニ       マラソン    
 123  このひと針に想いを込めて                                    51,324,672  約5132万P         雫       混合        マラソン    
 124  Grow glorious glow                              51,320,304  約5132万P         雫       モモジャン     マラソン    
 125  導く勇気、優しさを胸に                                     51,001,027  約5100万P         穂波      レオニ       マラソン    
 126  Live with memories                              50,699,184  約5069万P         一歌      レオニ       マラソン    
 127  リラックスティータイム                                     50,513,007  約5051万P         奏       混合        チアフル    
 128  わんだほら〜!?な肝だめし!                                  50,340,889  約5034万P         えむ      混合        マラソン    
 129  Show your shine                                 49,112,169  約4911万P         奏       混合        マラソン    
 130  カーネーション・リコレクション                                 48,750,123  約4875万P         奏       ニーゴ       マラソン    
 131  また、木の葉の色づく頃に                                    48,734,081  約4873万P         志歩      混合        マラソン    
 132  STRAY BAD DOG                                   48,661,431  約4866万P         彰人      ビビバス      チアフル    
 133  みんなで配信♡WEDDING LIVE！                            47,041,418  約4704万P         みのり     混合        チアフル    
 134  Unsteady,still steady step                      47,021,514  約4702万P         穂波      レオニ       マラソン    
 135  Connect hearts message                          46,532,828  約4653万P         咲希      混合        マラソン    
 136  交わる旋律 灯るぬくもり                                    46,203,006  約4620万P         まふゆ     混合        チアフル    
 137  ドタバタ cafe●REC!!                                 46,160,624  約4616万P         愛莉      混合        チアフル    
 138  マーメイドにあこがれて                                     45,776,662  約4577万P         寧々      ワンダショ     マラソン    
 139  Let's study hard!                               45,171,112  約4517万P         杏       混合        マラソン    
 140  ともに、トゥルールートを目指して                                45,022,222  約4502万P         まふゆ     混合        マラソン    
 141  Stick to your faith                             44,623,210  約4462万P         志歩      レオニ       マラソン    
 142  perspective for smile                           44,275,768  約4427万P         えむ      ワンダショ     マラソン    
 143  MORE MORE Making Xmas                           44,013,645  約4401万P         みのり     モモジャン     マラソン    
 144  純白の貴方へ、誓いの歌を!                                   43,669,237  約4366万P         冬弥      混合        チアフル    
 145  交わる色はあの日のままに                                    43,511,056  約4351万P         雫       モモジャン     マラソン    
 146  Lead to shine more                              43,301,005  約4330万P         遥       モモジャン     マラソン    
 147  The Vivid Old Tale                              43,289,192  約4328万P         杏       ビビバス      マラソン    
 148  Legend still vivid                              43,253,062  約4325万P         こはね     ビビバス      マラソン    
 149  昔日のRead-aloud                                   43,148,055  約4314万P         穂波      混合        マラソン    
 150  刻まれた傷は、やがて                                      43,045,147  約4304万P         みのり     モモジャン     マラソン    
 151  灯のミラージュ                                         43,024,968  約4302万P         まふゆ     ニーゴ       マラソン    
 152  夏祭り、鳴り響く音は                                      43,001,112  約4300万P         彰人      混合        マラソン    
 153  満たされないペイルカラー                                    42,880,524  約4288万P         絵名      ニーゴ       マラソン    
 154  君と紡ぐPrecious memories                           42,272,406  約4227万P         咲希      混合        マラソン    
 155  Cast Spell on You                               42,001,206  約4200万P         雫       モモジャン     マラソン    
 156  あっちこっち飼育員体験！                                    40,939,416  約4093万P         みのり     混合        マラソン    
 157  弓引け、白の世界で                                       40,599,531  約4059万P         雫       混合        マラソン    
 158  ほどかれた糸のその先に                                     40,216,067  約4021万P         雫       モモジャン     マラソン    
 159  バディ・ファニー・スペンドタイム!                               40,110,419  約4011万P         こはね     混合        マラソン    
 160  Knock the Future!                               40,000,000  約4000万P         一歌      レオニ       マラソン    
 161  Period of NOCTURNE                              38,602,624  約3860万P         冬弥      ビビバス      マラソン    
 162  スマイルオブドリーマー                                     37,587,300  約3758万P         えむ      ワンダショ     マラソン    
 163  鍛えてFLY！Muscle Training！                         37,564,520  約3756万P         遥       混合        マラソン    
 164  This moment with you！                           37,232,817  約3723万P         一歌      レオニ       マラソン    
 165  きっと最高のsummer!                                   36,521,909  約3652万P         穂波      混合        チアフル    
 166  Unnamed Harmony                                 36,273,138  約3627万P         咲希      レオニ       チアフル    
 167  シークレット・ディスタンス                                   35,295,488  約3529万P         瑞希      ニーゴ       マラソン    
 168  いつか、背中合わせのリリックを                                 34,583,106  約3458万P         杏       ビビバス      マラソン    
 169  揺るがぬ想い、今言葉にして                                   33,797,158  約3379万P         穂波      レオニ       マラソン    
 170  ハッピー・ラブリー・エブリデイ!                                32,777,319  約3277万P         愛莉      モモジャン     マラソン    
 171  ふたり、月うさぎ                                        31,560,763  約3156万P         雫       混合        チアフル    
 172  お悩み聞かせて!わくわくピクニック!                              29,882,746  約2988万P         絵名      混合        マラソン    
 173  聖なる夜に、この歌声を                                     29,245,686  約2924万P         寧々      ワンダショ     マラソン    
 174  雨上がりの一番星                                        27,348,042  約2734万P         咲希      レオニ       マラソン    
 175  KAMIKOU FESTIVAL!                               26,700,242  約2670万P         瑞希      混合        マラソン    
 176  天馬さんちのひな祭り                                      26,655,209  約2665万P         咲希      混合        マラソン    
 177  揺れるまま、でも君は前へ                                    26,575,452  約2657万P         穂波      レオニ       マラソン    
 178  セカイのハッピーニューイヤー!                                 25,244,335  約2524万P         ビビミク    混合        マラソン    
 179  頑張るあなたにBreak Time!                              24,621,155  約2462万P         遥       モモジャン     マラソン    
 180  届け!HOPEFUL STAGE♪                               24,282,282  約2428万P         みのり     モモジャン     マラソン    
 181  君と歌う、桜舞う世界で                                     22,781,709  約2278万P         一歌      混合        チアフル    
 182  Resonate with you                               21,744,959  約2174万P         志歩      レオニ       マラソン    
 183  囚われのマリオネット                                      20,760,760  約2076万P         まふゆ     ニーゴ       マラソン    
 184  Color of Myself!                                19,667,612  約1966万P         雫       モモジャン     マラソン    
 185  響くトワイライトパレード                                    18,900,324  約1890万P         志歩      混合        マラソン    
 186  全力!ワンダーハロウィン!                                   17,612,995  約1761万P         類       ワンダショ     マラソン    
 187  ここからRE:START!                                   16,885,587  約1688万P         愛莉      モモジャン     マラソン    
 188  走れ!体育祭!～実行委員は大忙し～                               15,591,195  約1559万P         えむ      混合        マラソン    

========================================================================
■ TOP500（85件）
========================================================================

 No.  イベント名                                               ボーダーPt  表示              バナー     ユニット      種別      
--------------------------------------------------------------------------------------------------------------
   1  ボクのあしあと キミのゆくさき                                 42,067,237  約4206万P         瑞希      ニーゴ       チアフル    
   2  怪盗紳士のハラハラ!?ホワイトデー                               40,882,869  約4088万P         司       混合        チアフル    
   3  この祭に 夕闇色も                                       39,984,902  約3998万P         まふゆ     混合        チアフル    
   4  カーテンコールに惜別を                                     38,622,347  約3862万P         類       ワンダショ     マラソン    
   5  THE POWER OF UNITY                              35,113,500  約3511万P         彰人      ビビバス      マラソン    
   6  Find A Way Out                                  34,581,617  約3458万P         彰人      ビビバス      マラソン    
   7  まばゆい光のステージで                                     32,951,527  約3295万P         司       ワンダショ     マラソン    
   8  みんなでエンジョイ!スポジョイパーク                              32,271,290  約3227万P         奏       混合        チアフル    
   9  そしていま、リボンを結んで                                   32,091,764  約3209万P         瑞希      ニーゴ       マラソン    
  10  夢の途中、輝く星たちへ                                     32,023,461  約3202万P         えむ      ワンダショ     マラソン    
  11  新春!獅子舞ロボのお正月ショー!                                31,612,409  約3161万P         司       混合        チアフル    
  12  空白のキャンバスに描く私は                                   29,862,004  約2986万P         絵名      ニーゴ       マラソン    
  13  close game/OFFLINE                              28,924,905  約2892万P         寧々      混合        チアフル    
  14  Revival my dream                                28,893,367  約2889万P         類       ワンダショ     マラソン    
  15  セカイの桜、つながる想い                                    28,612,135  約2861万P         ニーゴミク   混合        チアフル    
  16  いつか、絶望の底から                                      28,214,838  約2821万P         奏       ニーゴ       マラソン    
  17  つなぐPainful Hope                                 27,323,114  約2732万P         遥       モモジャン     チアフル    
  18  迷い子の手を引く、そのさきは                                  25,861,971  約2586万P         まふゆ     ニーゴ       マラソン    
  19  絶叫!?オオカミの森へようこそ!                                25,065,885  約2506万P         こはね     混合        チアフル    
  20  あの日の夢の、彼方向こうへ                                   24,995,805  約2499万P         遥       モモジャン     チアフル    
  21  願いは、いつか朝をこえて                                    24,062,880  約2406万P         絵名      ニーゴ       マラソン    
  22  Same Dreams,Same Colors                         23,758,621  約2375万P         冬弥      ビビバス      マラソン    
  23  No seek No find                                 23,283,670  約2328万P         咲希      レオニ       マラソン    
  24  ワンダーマジカルショウタイム!                                 23,243,372  約2324万P         司       ワンダショ     マラソン    
  25  スクランブル・ファンフェスタ!                                 23,184,251  約2318万P         みのり     混合        チアフル    
  26  キャンドルの香りは思い出と共に                                 22,591,787  約2259万P         一歌      混合        チアフル    
  27  絶体絶命!?アイランドパニック!                                22,025,794  約2202万P         寧々      ワンダショ     マラソン    
  28  青空に願うユア・ハピネス!                                   21,919,411  約2191万P         杏       混合        チアフル    
  29  POP IN MY HEART!!                               21,906,712  約2190万P         えむ      ワンダショ     マラソン    
  30  Walk on and on                                  21,607,554  約2160万P         冬弥      ビビバス      マラソン    
  31  青空の先、輝きを追いかけて                                   21,433,008  約2143万P         愛莉      モモジャン     マラソン    
  32  秘密のバレンタイン大作戦!                                   21,055,916  約2105万P         愛莉      混合        チアフル    
  33  STRAY BAD DOG                                   21,005,704  約2100万P         彰人      ビビバス      チアフル    
  34  Don't lose faith!                               20,890,440  約2089万P         志歩      レオニ       チアフル    
  35  白熱!神高応援団!                                       20,293,827  約2029万P         類       混合        マラソン    
  36  祈りの先 願う明日は                                      20,105,730  約2010万P         遥       混合        チアフル    
